ophcf2_protein,beau_protein,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAF4585433.1,XP_008603514.1,0,622,0,622
KAF4585434.1,XP_008603513.1,7.46E-116,339,2.53E-117,342
KAF4585437.1,XP_008600540.1,5.13E-111,320,1.31E-111,321
KAF4585438.1,XP_008600535.1,7.06E-95,282,3.57E-74,229
KAF4585439.1,XP_008600532.1,0,1119,0,1181
KAF4585440.1,XP_008600533.1,0,1066,0,1073
KAF4585441.1,XP_008600537.1,5.71E-121,357,5.70E-127,372
KAF4585442.1,XP_008600534.1,0,625,0,613
KAF4585444.1,XP_008600531.1,1.14E-131,375,7.69E-132,375
KAF4585445.1,XP_008600529.1,0,1056,0,1048
KAF4585446.1,XP_008600528.1,1.13E-148,417,2.24E-151,424
KAF4585447.1,XP_008600527.1,3.93E-32,124,1.56E-33,127
KAF4585449.1,XP_008600525.1,1.42E-73,219,2.06E-74,221
KAF4585450.1,XP_008600524.1,0,1303,0,1266
KAF4585451.1,XP_008600523.1,1.76E-83,261,1.54E-67,219
KAF4585452.1,XP_008600522.1,1.06E-78,229,7.55E-79,229
KAF4585453.1,XP_008600521.1,3.79E-66,201,3.53E-66,201
KAF4585454.1,XP_008600520.1,8.80E-71,217,6.17E-71,217
KAF4585455.1,XP_008600519.1,1.69E-52,161,5.39E-60,179
KAF4585456.1,XP_008600515.1,0,1288,0,1288
KAF4585457.1,XP_008600517.1,1.57E-51,158,1.36E-51,158
KAF4585458.1,XP_008600518.1,3.03E-88,259,9.70E-83,244
KAF4585459.1,XP_008600514.1,0,1272,0,1258
KAF4585460.1,XP_008600512.1,3.92E-56,199,1.98E-51,186
KAF4585461.1,XP_008600511.1,1.51E-153,432,1.07E-153,432
KAF4585462.1,XP_008593875.1,3.34E-91,283,4.74E-91,282
KAF4585463.1,XP_008600510.1,4.16E-176,490,3.12E-176,490
KAF4585464.1,XP_008600509.1,2.24E-63,198,2.21E-51,167
KAF4585466.1,XP_008600507.1,3.97E-76,231,1.36E-75,230
KAF4585467.1,XP_008600506.1,0,666,0,641
KAF4585468.1,XP_008600505.1,0,1178,0,1197
KAF4585469.1,XP_008600504.1,0,792,0,792
KAF4585470.1,XP_008600501.1,0,1049,0,1017
KAF4585471.1,XP_008600500.1,3.77E-98,279,2.71E-98,279
KAF4585472.1,XP_008600499.1,3.36E-169,492,9.17E-170,493
KAF4585474.1,XP_008598502.1,0,935,0,934
KAF4585475.1,XP_008600498.1,1.74E-20,77,1.42E-20,77
KAF4585476.1,XP_008600497.1,4.51E-27,92,3.37E-27,92
KAF4585479.1,XP_008600493.1,2.16E-74,224,2.11E-69,211
KAF4585480.1,XP_008600491.1,2.23E-91,270,1.61E-93,275
KAF4585481.1,XP_008600490.1,0,1283,0,1280
KAF4585482.1,XP_008594736.1,1.66E-167,496,3.87E-167,495
KAF4585482.1,XP_008595456.1,8.16E-171,502,2.99E-172,505
KAF4585482.1,XP_008600984.1,3.16E-175,512,5.29E-174,509
KAF4585485.1,XP_008600488.1,3.89E-114,329,5.42E-119,341
KAF4585486.1,XP_008600487.1,6.04E-144,408,3.19E-148,419
KAF4585487.1,XP_008600486.1,2.91E-81,233,2.09E-81,233
KAF4585488.1,XP_008600485.1,3.51E-45,142,2.40E-45,142
KAF4585489.1,XP_008600484.1,0,878,0,878
KAF4585490.1,XP_008600483.1,9.94E-162,462,4.35E-152,437
KAF4585491.1,XP_008600482.1,0,785,0,772
KAF4585492.1,XP_008600481.1,2.28E-67,211,1.46E-71,221
KAF4585493.1,XP_008600480.1,1.35E-73,231,4.19E-78,242
KAF4585494.1,XP_008600479.1,0,531,0,545
KAF4585495.1,XP_008600478.1,7.53E-110,320,2.57E-110,321
KAF4585497.1,XP_008596719.1,1.66E-71,236,7.52E-71,234
KAF4585503.1,XP_008602697.1,2.18E-17,77.8,7.27E-15,70.5
KAF4585507.1,XP_008602430.1,0,799,0,799
KAF4585511.1,XP_008600798.1,5.87E-178,516,1.91E-176,512
KAF4585511.1,XP_008602913.1,1.89E-172,502,1.97E-171,499
KAF4585511.1,XP_008603242.1,1.11E-177,515,1.61E-176,512
KAF4585512.1,XP_008597316.1,4.30E-46,167,4.53E-46,167
KAF4585512.1,XP_008602337.1,4.56E-45,166,4.25E-45,166
KAF4585513.1,XP_008600476.1,1.22E-122,346,5.46E-123,346
KAF4585514.1,XP_008600475.1,0,751,0,756
KAF4585516.1,XP_008600474.1,0,532,0,523
KAF4585517.1,XP_008600473.1,1.55E-161,466,2.28E-162,468
KAF4585518.1,XP_008600472.1,3.19E-24,92.4,9.72E-31,108
KAF4585519.1,XP_008600471.1,0,737,0,724
KAF4585520.1,XP_008600470.1,0,563,0,535
KAF4585521.1,XP_008598069.1,0,1866,0,1864
KAF4585522.1,XP_008598068.1,0,664,0,675
KAF4585523.1,XP_008598067.1,0,776,0,776
KAF4585524.1,XP_008598066.1,0,1405,0,1383
KAF4585525.1,XP_008598065.1,7.62E-62,201,1.10E-60,198
KAF4585526.1,XP_008598063.1,3.85E-103,303,1.05E-105,309
KAF4585527.1,XP_008594167.1,1.83E-45,154,9.62E-57,182
KAF4585528.1,XP_008594166.1,0,939,0,940
KAF4585529.1,XP_008594165.1,8.45E-173,490,6.25E-173,490
KAF4585530.1,XP_008594164.1,0,756,0,789
KAF4585531.1,XP_008596530.1,5.61E-133,394,2.18E-133,395
KAF4585531.1,XP_008601062.1,2.03E-129,384,1.52E-129,384
KAF4585533.1,XP_008594160.1,0,604,0,606
KAF4585534.1,XP_008594161.1,0,634,0,634
KAF4585535.1,XP_008594162.1,1.90E-172,482,3.18E-172,481
KAF4585536.1,XP_008594163.1,0,644,0,606
KAF4585538.1,XP_008594159.1,1.30E-111,324,1.04E-111,324
KAF4585540.1,XP_008594157.1,0,947,0,956
KAF4585541.1,XP_008594156.1,0,1113,0,1112
KAF4585542.1,XP_008594155.1,1.89E-104,305,2.92E-104,305
KAF4585543.1,XP_008594152.1,0,1114,0,1079
KAF4585544.1,XP_008594151.1,0,635,0,641
KAF4585546.1,XP_008594149.1,0,680,0,690
KAF4585547.1,XP_008594148.1,1.11E-72,224,9.08E-73,224
KAF4585548.1,XP_008594147.1,8.46E-119,356,1.61E-115,347
KAF4585549.1,XP_008594146.1,1.63E-67,221,5.72E-69,225
KAF4585550.1,XP_008594145.1,1.14E-137,392,3.39E-136,388
KAF4585551.1,XP_008594143.1,0,1399,0,1376
KAF4585552.1,XP_008594142.1,3.37E-168,494,6.47E-164,483
KAF4585553.1,XP_008594141.1,0,1017,0,1017
KAF4585554.1,XP_008594140.1,0,1752,0,1730
KAF4585555.1,XP_008594139.1,3.08E-67,208,4.94E-68,211
KAF4585556.1,XP_008594138.1,2.24E-11,58.5,6.88E-08,48.5
KAF4585557.1,XP_008594137.1,0,760,0,747
KAF4585558.1,XP_008594133.1,8.26E-116,331,8.10E-116,331
KAF4585559.1,XP_008594124.1,8.23E-83,245,7.68E-89,260
KAF4585560.1,XP_008594125.1,3.91E-57,200,4.13E-65,222
KAF4585561.1,XP_008594126.1,5.31E-27,91.7,3.80E-27,91.7
KAF4585561.1,XP_008596968.1,2.05E-25,87.8,1.51E-25,87.8
KAF4585562.1,XP_008594127.1,2.05E-121,343,1.27E-115,328
KAF4585563.1,XP_008594128.1,0,720,0,712
KAF4585564.1,XP_008594129.1,3.11E-117,340,2.42E-117,340
KAF4585566.1,XP_008594131.1,7.45E-44,153,1.46E-44,154
KAF4585568.1,XP_008595034.1,4.66E-12,63.9,3.57E-12,63.9
KAF4585569.1,XP_008603411.1,1.97E-104,312,1.47E-103,310
KAF4585576.1,XP_008594123.1,2.02E-177,518,0,531
KAF4585580.1,XP_008594120.1,0,1195,0,1241
KAF4585581.1,XP_008594119.1,4.83E-32,120,2.00E-45,156
KAF4585582.1,XP_008594111.1,0,1017,0,984
KAF4585583.1,XP_008594110.1,6.93E-37,119,1.38E-36,119
KAF4585584.1,XP_008594109.1,0,520,1.42E-179,498
KAF4585586.1,XP_008594100.1,0,2094,0,2106
KAF4585587.1,XP_008594093.1,0,1876,0,1877
KAF4585588.1,XP_008594092.1,0,629,0,629
KAF4585589.1,XP_008594091.1,2.03E-51,161,1.66E-51,161
KAF4585590.1,XP_008594103.1,0,658,0,669
KAF4585591.1,XP_008594107.1,0,789,0,805
KAF4585592.1,XP_008594095.1,1.94E-134,388,8.25E-129,373
KAF4585593.1,XP_008594096.1,0,1267,0,1293
KAF4585594.1,XP_008594097.1,0,775,0,764
KAF4585595.1,XP_008594099.1,0,1448,0,1460
KAF4585596.1,XP_008594428.1,1.08E-176,488,1.70E-174,482
KAF4585597.1,XP_008594429.1,1.17E-179,535,0,574
KAF4585598.1,XP_008594430.1,0,529,0,538
KAF4585599.1,XP_008594431.1,3.22E-70,223,1.78E-70,223
KAF4585600.1,XP_008594432.1,3.13E-63,195,1.52E-61,191
KAF4585602.1,XP_008594433.1,0,1127,0,1127
KAF4585603.1,XP_008594435.1,0,699,0,679
KAF4585604.1,XP_008594436.1,2.50E-152,442,1.78E-152,442
KAF4585605.1,XP_008594439.1,8.10E-172,473,5.52E-164,453
KAF4585607.1,XP_008594440.1,0,1498,0,1496
KAF4585608.1,XP_008594441.1,0,1073,0,1051
KAF4585609.1,XP_008597589.1,0,801,0,779
KAF4585610.1,XP_008597588.1,3.53E-104,319,1.36E-88,278
KAF4585611.1,XP_008597583.1,1.26E-91,266,1.16E-91,266
KAF4585612.1,XP_008598991.1,1.87E-165,474,1.36E-165,474
KAF4585613.1,XP_008597581.1,3.35E-99,287,2.42E-99,287
KAF4585614.1,XP_008594442.1,7.69E-160,478,1.17E-159,478
KAF4585615.1,XP_008594104.1,5.05E-120,342,6.44E-119,339
KAF4585616.1,XP_008594401.1,0,2227,0,2222
KAF4585617.1,XP_008594400.1,0,813,0,808
KAF4585619.1,XP_008594399.1,2.18E-76,235,1.16E-79,243
KAF4585621.1,XP_008594397.1,0,585,0,603
KAF4585623.1,XP_008594395.1,0,862,0,863
KAF4585624.1,XP_008594394.1,0,1382,0,1345
KAF4585625.1,XP_008594393.1,2.55E-145,406,1.79E-145,406
KAF4585626.1,XP_008599086.1,0,853,0,833
KAF4585627.1,XP_008599087.1,0,668,0,670
KAF4585628.1,XP_008594402.1,2.42E-158,449,6.67E-158,448
KAF4585631.1,XP_008597902.1,0,851,0,851
KAF4585632.1,XP_008597917.1,0,689,0,666
KAF4585633.1,XP_008597916.1,0,741,0,751
KAF4585634.1,XP_008597915.1,1.35E-98,280,9.63E-99,280
KAF4585635.1,XP_008597914.1,0,682,0,682
KAF4585636.1,XP_008597913.1,4.35E-154,446,1.09E-160,462
KAF4585638.1,XP_008597912.1,1.27E-117,369,8.32E-123,382
KAF4585639.1,XP_008597911.1,0,571,0,574
KAF4585641.1,XP_008597908.1,5.68E-85,244,3.85E-85,244
KAF4585642.1,XP_008597910.1,0,1723,0,1732
KAF4585643.1,XP_008597923.1,1.41E-172,486,2.17E-159,452
KAF4585644.1,XP_008597922.1,0,929,0,865
KAF4585646.1,XP_008597919.1,3.16E-77,233,4.03E-83,248
KAF4585647.1,XP_008600456.1,8.74E-73,233,1.42E-66,216
KAF4585648.1,XP_008597918.1,2.58E-70,223,8.18E-68,216
KAF4585649.1,XP_008597928.1,1.72E-79,235,2.15E-70,211
KAF4585650.1,XP_008597929.1,5.99E-133,384,7.62E-131,379
KAF4585651.1,XP_008597930.1,0,697,0,697
KAF4585653.1,XP_008598829.1,5.79E-61,192,1.58E-65,203
KAF4585654.1,XP_008601721.1,0,666,0,642
KAF4585655.1,XP_008601722.1,3.59E-59,183,2.72E-59,183
KAF4585656.1,XP_008594425.1,0,561,0,542
KAF4585657.1,XP_008594424.1,0,703,0,705
KAF4585658.1,XP_008594418.1,5.36E-92,260,3.83E-92,260
KAF4585659.1,XP_008594417.1,2.22E-85,246,8.28E-90,256
KAF4585660.1,XP_008594416.1,1.82E-57,172,1.43E-57,172
KAF4585664.1,XP_008594415.1,0,640,0,630
KAF4585665.1,XP_008594414.1,0,875,0,862
KAF4585666.1,XP_008594413.1,0,803,0,763
KAF4585667.1,XP_008594412.1,2.01E-53,171,3.43E-57,181
KAF4585669.1,XP_008594411.1,1.81E-133,387,5.65E-137,395
KAF4585670.1,XP_008594409.1,0,563,0,541
KAF4585673.1,XP_008594407.1,8.06E-89,264,1.62E-94,278
KAF4585674.1,XP_008594406.1,1.36E-172,484,1.02E-172,484
KAF4585675.1,XP_008594405.1,1.48E-132,380,1.49E-144,410
KAF4585677.1,XP_008594403.1,8.51E-82,240,6.23E-82,240
KAF4585678.1,XP_008597903.1,0,810,0,780
KAF4585679.1,XP_008597901.1,0,1176,0,1188
KAF4585681.1,XP_008597898.1,0,852,0,867
KAF4585682.1,XP_008597897.1,0,575,1.04E-131,410
KAF4585685.1,XP_008596401.1,0,568,0,578
KAF4585688.1,XP_008597433.1,0,644,0,646
KAF4585689.1,XP_008597388.1,4.53E-91,260,1.79E-93,266
KAF4585690.1,XP_008597389.1,0,627,0,660
KAF4585691.1,XP_008597390.1,0,753,0,783
KAF4585692.1,XP_008597391.1,2.23E-177,501,1.13E-160,458
KAF4585693.1,XP_008597392.1,6.36E-57,173,1.19E-59,179
KAF4585694.1,XP_008597393.1,1.19E-74,216,8.51E-75,216
KAF4585695.1,XP_008597394.1,5.87E-82,237,1.09E-89,256
KAF4585696.1,XP_008597395.1,9.26E-72,218,7.39E-72,218
KAF4585697.1,XP_008597396.1,0,547,1.63E-177,534
KAF4585698.1,XP_008597397.1,0,575,0,575
KAF4585699.1,XP_008597398.1,1.17E-180,496,0,496
KAF4585700.1,XP_008597399.1,0,546,0,616
KAF4585701.1,XP_008597400.1,1.33E-46,148,1.70E-52,162
KAF4585702.1,XP_008597401.1,0,771,0,771
KAF4585703.1,XP_008597402.1,0,1216,0,1264
KAF4585704.1,XP_008594307.1,0,514,0,514
KAF4585705.1,XP_008594308.1,7.44E-130,383,2.14E-134,394
KAF4585706.1,XP_008594309.1,0,688,0,666
KAF4585707.1,XP_008594310.1,0,673,0,688
KAF4585708.1,XP_008594311.1,8.11E-118,345,3.67E-119,348
KAF4585709.1,XP_008594314.1,0,584,0,573
KAF4585710.1,XP_008601676.1,1.51E-22,87,8.08E-27,97.4
KAF4585712.1,XP_008601677.1,9.11E-111,310,6.51E-111,310
KAF4585713.1,XP_008601678.1,1.22E-172,479,5.89E-177,489
KAF4585714.1,XP_008601679.1,0,750,0,776
KAF4585715.1,XP_008601680.1,0,780,0,780
KAF4585716.1,XP_008601682.1,1.24E-156,452,5.83E-160,460
KAF4585717.1,XP_008601683.1,1.02E-71,222,5.80E-73,224
KAF4585718.1,XP_008601703.1,0,799,0,782
KAF4585719.1,XP_008597432.1,1.60E-122,368,3.67E-128,382
KAF4585721.1,XP_008597431.1,0,3008,0,2958
KAF4585722.1,XP_008597430.1,3.09E-45,152,2.07E-49,162
KAF4585723.1,XP_008597429.1,1.20E-40,127,4.92E-36,115
KAF4585725.1,XP_008597426.1,3.53E-158,439,2.48E-158,439
KAF4585727.1,XP_008597427.1,2.13E-76,225,1.31E-76,225
KAF4585729.1,XP_008597421.1,0,1486,0,1480
KAF4585730.1,XP_008597420.1,0,912,0,917
KAF4585731.1,XP_008597419.1,0,749,0,724
KAF4585732.1,XP_008597418.1,6.84E-123,355,1.14E-128,370
KAF4585733.1,XP_008597411.1,0,1216,0,1230
KAF4585734.1,XP_008597412.1,5.44E-108,308,5.70E-108,307
KAF4585735.1,XP_008597413.1,0,811,0,835
KAF4585736.1,XP_008597414.1,3.38E-95,272,2.40E-95,272
KAF4585737.1,XP_008597416.1,2.30E-114,320,1.52E-114,320
KAF4585738.1,XP_008598198.1,2.32E-154,463,5.70E-148,446
KAF4585739.1,XP_008595969.1,5.17E-169,485,1.49E-161,465
KAF4585740.1,XP_008599789.1,2.95E-67,207,8.30E-59,185
KAF4585741.1,XP_008599788.1,1.85E-104,298,1.32E-104,298
KAF4585742.1,XP_008599787.1,0,1766,0,1796
KAF4585743.1,XP_008599786.1,3.36E-80,248,4.59E-74,232
KAF4585744.1,XP_008599795.1,2.58E-99,282,2.58E-89,256
KAF4585747.1,XP_008599797.1,3.00E-154,434,7.17E-155,435
KAF4585748.1,XP_008599780.1,9.49E-92,270,2.96E-92,271
KAF4585749.1,XP_008599779.1,0,791,0,804
KAF4585750.1,XP_008599778.1,1.26E-68,205,2.85E-68,204
KAF4585751.1,XP_008599776.1,0,692,0,690
KAF4585752.1,XP_008595979.1,8.18E-125,349,5.79E-125,349
KAF4585753.1,XP_008595978.1,0,647,0,664
KAF4585754.1,XP_008602146.1,2.22E-58,217,1.21E-58,217
KAF4585754.1,XP_008603158.1,1.30E-57,214,7.02E-58,215
KAF4585755.1,XP_008595976.1,9.54E-65,202,1.30E-61,193
KAF4585758.1,XP_008595972.1,3.49E-46,162,2.77E-41,149
KAF4585760.1,XP_008595971.1,0,742,0,773
KAF4585762.1,XP_008595961.1,0,540,3.07E-170,481
KAF4585763.1,XP_008595962.1,0,846,0,851
KAF4585764.1,XP_008595963.1,0,1215,0,1211
KAF4585765.1,XP_008595964.1,4.52E-169,479,2.81E-169,479
KAF4585767.1,XP_008595966.1,0,740,0,642
KAF4585768.1,XP_008595967.1,0,1036,0,1055
KAF4585770.1,XP_008594727.1,1.56E-92,288,7.63E-99,304
KAF4585771.1,XP_008594068.1,3.03E-158,496,2.38E-151,477
KAF4585772.1,XP_008594067.1,1.21E-47,152,1.64E-57,177
KAF4585773.1,XP_008594066.1,0,785,0,785
KAF4585774.1,XP_008594064.1,3.00E-175,493,5.40E-165,466
KAF4585775.1,XP_008594063.1,2.15E-15,63.2,1.44E-15,63.2
KAF4585779.1,XP_008594062.1,0,778,0,790
KAF4585783.1,XP_008597590.1,2.45E-105,319,3.60E-108,326
KAF4585785.1,XP_008597592.1,0,651,0,643
KAF4585787.1,XP_008597594.1,0,831,0,830
KAF4585789.1,XP_008597596.1,3.02E-134,396,4.88E-155,449
KAF4585790.1,XP_008597597.1,0,575,0,575
KAF4585791.1,XP_008597598.1,0,2235,0,2207
KAF4585792.1,XP_008595431.1,5.78E-61,188,4.62E-61,188
KAF4585793.1,XP_008595432.1,3.17E-77,226,1.07E-79,232
KAF4585794.1,XP_008595433.1,0,546,0,564
KAF4585795.1,XP_008595434.1,0,818,0,775
KAF4585796.1,XP_008596224.1,2.23E-22,80.5,1.19E-22,80.5
KAF4585799.1,XP_008595436.1,0,2786,0,2714
KAF4585802.1,XP_008601328.1,2.79E-151,434,5.15E-152,436
KAF4585803.1,XP_008601326.1,6.39E-29,99.8,3.15E-29,99.8
KAF4585804.1,XP_008601325.1,1.51E-30,107,8.66E-33,112
KAF4585805.1,XP_008601753.1,1.64E-85,256,1.24E-85,256
KAF4585807.1,XP_008601323.1,7.99E-27,92,6.15E-27,92
KAF4585808.1,XP_008595445.1,6.13E-142,399,4.36E-142,399
KAF4585809.1,XP_008595443.1,0,511,0,516
KAF4585810.1,XP_008601330.1,0,1363,0,1373
KAF4585811.1,XP_008601331.1,1.51E-153,432,2.01E-145,411
KAF4585812.1,XP_008601332.1,5.32E-131,374,3.50E-131,374
KAF4585813.1,XP_008601333.1,0,619,0,648
KAF4585814.1,XP_008601334.1,2.26E-145,436,3.74E-133,404
KAF4585815.1,XP_008596601.1,4.18E-120,351,2.60E-113,333
KAF4585816.1,XP_008598394.1,2.36E-126,357,3.92E-135,379
KAF4585817.1,XP_008598393.1,0,1143,0,1125
KAF4585818.1,XP_008598392.1,0,788,0,800
KAF4585819.1,XP_008598391.1,3.90E-97,280,1.30E-97,281
KAF4585820.1,XP_008598387.1,1.26E-120,342,9.06E-121,342
KAF4585821.1,XP_008598386.1,0,1147,0,1155
KAF4585822.1,XP_008598385.1,1.03E-66,211,4.19E-67,212
KAF4585823.1,XP_008598384.1,0,521,0,521
KAF4585824.1,XP_008598383.1,5.90E-94,279,4.50E-95,281
KAF4585825.1,XP_008598382.1,3.48E-146,412,2.41E-146,412
KAF4585826.1,XP_008595164.1,0,870,0,882
KAF4585829.1,XP_008595170.1,0,805,0,792
KAF4585830.1,XP_008595171.1,1.85E-63,206,3.72E-69,220
KAF4585831.1,XP_008594315.1,0,1104,0,1075
KAF4585832.1,XP_008594316.1,0,1092,0,1104
KAF4585834.1,XP_008594327.1,1.66E-175,545,1.76E-175,545
KAF4585835.1,XP_008594326.1,2.70E-128,385,1.05E-129,388
KAF4585836.1,XP_008594325.1,7.18E-105,314,8.62E-99,298
KAF4585837.1,XP_008594324.1,0,630,0,605
KAF4585838.1,XP_008596798.1,1.49E-102,307,1.15E-102,307
KAF4585839.1,XP_008594317.1,9.36E-124,368,1.35E-132,390
KAF4585840.1,XP_008595511.1,7.17E-25,102,7.70E-25,102
KAF4585841.1,XP_008594335.1,8.58E-44,139,5.95E-44,139
KAF4585845.1,XP_008594338.1,4.07E-142,442,1.23E-138,433
KAF4585846.1,XP_008594339.1,2.33E-145,426,4.95E-149,436
KAF4585849.1,XP_008602704.1,6.09E-92,264,4.38E-92,264
KAF4585852.1,XP_008602812.1,0,575,0,572
KAF4585853.1,XP_008602813.1,4.91E-165,472,5.36E-156,449
KAF4585854.1,XP_008602814.1,3.47E-101,294,4.87E-103,299
KAF4585855.1,XP_008602688.1,0,546,0,546
KAF4585856.1,XP_008602689.1,1.66E-67,219,1.02E-75,240
KAF4585857.1,XP_008602690.1,2.50E-124,365,5.08E-122,358
KAF4585858.1,XP_008596109.1,3.76E-29,119,2.84E-33,131
KAF4585863.1,XP_008602701.1,4.91E-127,357,3.51E-111,317
KAF4585864.1,XP_008602810.1,9.86E-161,462,1.53E-150,436
KAF4585865.1,XP_008602809.1,4.30E-99,301,5.91E-91,280
KAF4585866.1,XP_008601632.1,0,2082,0,2082
KAF4585874.1,XP_008596537.1,0,1315,0,1239
KAF4585875.1,XP_008596538.1,1.38E-13,58.9,1.42E-13,58.5
KAF4585876.1,XP_008596539.1,5.55E-71,212,3.91E-71,212
KAF4585877.1,XP_008596540.1,0,515,0,515
KAF4585880.1,XP_008600447.1,0,927,0,916
KAF4585882.1,XP_008594853.1,3.41E-54,166,2.24E-54,166
KAF4585883.1,XP_008594852.1,0,888,0,878
KAF4585887.1,XP_008594851.1,0,914,0,914
KAF4585888.1,XP_008594849.1,0,1234,0,1221
KAF4585890.1,XP_008594845.1,0,966,0,966
KAF4585895.1,XP_008594844.1,3.31E-46,145,1.98E-46,145
KAF4585896.1,XP_008594843.1,7.52E-180,501,5.37E-180,501
KAF4585897.1,XP_008594842.1,0,1058,0,1074
KAF4585899.1,XP_008603080.1,4.83E-27,97.1,4.45E-27,97.4
KAF4585901.1,XP_008594841.1,4.45E-83,256,5.89E-90,274
KAF4585902.1,XP_008594839.1,5.34E-48,159,1.28E-51,168
KAF4585903.1,XP_008594838.1,5.45E-44,141,2.75E-38,127
KAF4585906.1,XP_008594837.1,0,3266,0,3260
KAF4585907.1,XP_008593727.1,0,558,0,555
KAF4585908.1,XP_008593728.1,7.55E-69,201,5.40E-69,201
KAF4585909.1,XP_008593729.1,3.18E-130,393,1.60E-129,391
KAF4585910.1,XP_008594834.1,0,860,0,843
KAF4585911.1,XP_008594835.1,0,1538,0,1547
KAF4585912.1,XP_008594836.1,1.83E-172,486,3.89E-167,472
KAF4585915.1,XP_008594862.1,0,793,0,799
KAF4585916.1,XP_008594861.1,0,2305,0,2308
KAF4585917.1,XP_008594860.1,0,1580,0,1549
KAF4585920.1,XP_008594857.1,0,808,0,811
KAF4585921.1,XP_008594856.1,1.74E-18,73.6,1.05E-18,73.6
KAF4585923.1,XP_008594854.1,1.18E-40,143,2.65E-49,166
KAF4585924.1,XP_008600445.1,0,615,0,611
KAF4585925.1,XP_008600444.1,1.27E-124,358,9.32E-125,358
KAF4585926.1,XP_008600443.1,0,1357,0,1377
KAF4585928.1,XP_008600437.1,4.22E-64,194,3.33E-64,194
KAF4585931.1,XP_008600435.1,0,1101,0,1056
KAF4585932.1,XP_008600434.1,9.50E-113,335,1.59E-117,348
KAF4585933.1,XP_008600433.1,3.15E-176,488,4.71E-178,492
KAF4585934.1,XP_008600428.1,3.93E-175,494,3.06E-175,494
KAF4585935.1,XP_008600429.1,1.23E-77,239,7.01E-79,241
KAF4585937.1,XP_008597999.1,1.25E-153,451,5.75E-121,367
KAF4585939.1,XP_008593970.1,8.24E-107,322,6.33E-107,322
KAF4585941.1,XP_008593359.1,3.89E-53,176,4.00E-49,166
KAF4585943.1,XP_008593357.1,4.26E-103,300,7.95E-92,270
KAF4585944.1,XP_008593355.1,1.53E-112,323,9.58E-115,329
KAF4585945.1,XP_008593353.1,0,684,0,666
KAF4585946.1,XP_008593348.1,0,831,0,839
KAF4585949.1,XP_008593347.1,0,714,0,721
KAF4585950.1,XP_008593346.1,1.25E-85,257,1.75E-84,253
KAF4585951.1,XP_008600894.1,0,816,0,816
KAF4585952.1,XP_008594752.1,7.88E-71,211,5.63E-71,211
KAF4585953.1,XP_008594751.1,0,734,0,734
KAF4585954.1,XP_008594750.1,0,889,0,920
KAF4585955.1,XP_008594749.1,4.36E-83,242,3.13E-83,242
KAF4585958.1,XP_008594748.1,0,1424,0,1404
KAF4585959.1,XP_008595544.1,1.58E-153,451,1.37E-148,438
KAF4585960.1,XP_008593831.1,0,549,0,548
KAF4585961.1,XP_008593830.1,8.86E-170,503,0,542
KAF4585962.1,XP_008594798.1,0,595,0,568
KAF4585964.1,XP_008601750.1,0,784,0,735
KAF4585968.1,XP_008594746.1,0,1259,0,1223
KAF4585969.1,XP_008594745.1,0,1328,0,1328
KAF4585970.1,XP_008594744.1,0,1439,0,1436
KAF4585971.1,XP_008602500.1,7.66E-147,419,3.00E-142,407
KAF4585972.1,XP_008602499.1,1.34E-39,127,1.22E-39,127
KAF4585973.1,XP_008593947.1,0,654,0,689
KAF4585974.1,XP_008593948.1,7.10E-126,358,5.25E-126,358
KAF4585975.1,XP_008593945.1,0,526,0,526
KAF4585976.1,XP_008595250.1,0,648,0,648
KAF4585977.1,XP_008593982.1,2.31E-130,387,6.66E-136,401
KAF4585977.1,XP_008598699.1,1.75E-122,369,1.55E-119,361
KAF4585980.1,XP_008598334.1,0,1898,0,1894
KAF4585981.1,XP_008597727.1,0,1186,0,1169
KAF4585982.1,XP_008599855.1,0,521,1.48E-179,508
KAF4585983.1,XP_008599900.1,9.54E-121,342,1.40E-121,344
KAF4585984.1,XP_008599916.1,0,2363,0,2384
KAF4585985.1,XP_008599925.1,6.70E-135,386,3.06E-126,363
KAF4585986.1,XP_008599926.1,0,691,0,690
KAF4585987.1,XP_008599927.1,0,803,0,803
KAF4585991.1,XP_008595290.1,3.14E-19,87.4,2.39E-19,87.4
KAF4585991.1,XP_008602685.1,4.63E-20,89.4,4.76E-20,89
KAF4585992.1,XP_008599856.1,0,622,0,581
KAF4585993.1,XP_008599857.1,0,538,0,555
KAF4585994.1,XP_008599858.1,5.34E-113,345,3.23E-113,345
KAF4585997.1,XP_008599861.1,0,1187,0,1187
KAF4585999.1,XP_008599862.1,1.93E-48,153,1.27E-40,133
KAF4586000.1,XP_008597120.1,3.22E-141,418,1.42E-141,418
KAF4586001.1,XP_008603532.1,2.81E-26,111,3.14E-25,108
KAF4586003.1,XP_008593939.1,1.95E-29,111,1.41E-29,111
KAF4586003.1,XP_008603358.1,1.51E-30,114,1.08E-30,114
KAF4586008.1,XP_008593938.1,3.22E-55,206,2.15E-55,206
KAF4586010.1,XP_008595317.1,1.92E-67,202,2.13E-70,209
KAF4586011.1,XP_008595318.1,1.79E-82,249,1.96E-89,266
KAF4586014.1,XP_008595320.1,0,538,1.64E-180,513
KAF4586015.1,XP_008595323.1,0,792,0,803
KAF4586016.1,XP_008595324.1,7.48E-107,301,5.31E-107,301
