"start","end","attributes_robin","attributes_ncbi"
7249,9339,"Ophcf2|00001","GQ602_000001"
3035788,3038728,"Ophcf2|02249","GQ602_002249"
3038992,3039392,"Ophcf2|02250","GQ602_002250"
3040459,3041010,"Ophcf2|02251","GQ602_002251"
3042568,3045051,"Ophcf2|02252","GQ602_002252"
3045468,3047216,"Ophcf2|02253","GQ602_002253"
3047358,3050150,"Ophcf2|02254","GQ602_002254"
3051425,3053600,"Ophcf2|02255","GQ602_002255"
3058465,3059121,"Ophcf2|02256","GQ602_002256"
3060240,3060774,"Ophcf2|02257","GQ602_002257"
3064526,3067327,"Ophcf2|02258","GQ602_002258"
3067725,3068096,"Ophcf2|02259","GQ602_002259"
3068395,3071326,"Ophcf2|02260","GQ602_002260"
3074526,3076067,"Ophcf2|02261","GQ602_002261"
3077046,3077990,"Ophcf2|02262","GQ602_002262"
3080865,3082320,"Ophcf2|02263","GQ602_002263"
3083121,3084030,"Ophcf2|02264","GQ602_002264"
3084435,3089227,"Ophcf2|02265","GQ602_002265"
3089929,3092267,"Ophcf2|02266","GQ602_002266"
3092537,3094078,"Ophcf2|02267","GQ602_002267"
3095636,3097101,"Ophcf2|02268","GQ602_002268"
3097510,3098064,"Ophcf2|02269","GQ602_002269"
3098295,3099481,"Ophcf2|02270","GQ602_002270"
3099985,3102559,"Ophcf2|02271","GQ602_002271"
3103277,3108000,"Ophcf2|02272","GQ602_002272"
3108448,3110783,"Ophcf2|02273","GQ602_002273"
3111395,3114050,"Ophcf2|02274","GQ602_002274"
3114537,3115360,"Ophcf2|02275","GQ602_002275"
3115793,3117494,"Ophcf2|02276","GQ602_002276"
3118304,3119976,"Ophcf2|02277","GQ602_002277"
3120285,3120989,"Ophcf2|02278","GQ602_002278"
3121271,3122335,"Ophcf2|02279","GQ602_002279"
3122683,3123081,"Ophcf2|02280","GQ602_002280"
3123188,3123626,"Ophcf2|02281","GQ602_002281"
3124027,3128063,"Ophcf2|02282","GQ602_002282"
3131293,3133066,"Ophcf2|02283","GQ602_002283"
3134192,3138242,"Ophcf2|02284","GQ602_002284"
3140542,3141463,"Ophcf2|02285","GQ602_002285"
3141867,3142562,"Ophcf2|02286","GQ602_002286"
3142721,3144820,"Ophcf2|02287","GQ602_002287"
3145172,3146886,"Ophcf2|02288","GQ602_002288"
3147457,3149130,"Ophcf2|02289","GQ602_002289"
3149630,3150732,"Ophcf2|02290","GQ602_002290"
3150883,3152109,"Ophcf2|02291","GQ602_002291"
3153079,3154852,"Ophcf2|02292","GQ602_002292"
3157530,3158642,"Ophcf2|02293","GQ602_002293"
3159123,3162275,"Ophcf2|02294","GQ602_002294"
3163472,3165350,"Ophcf2|02295","GQ602_002295"
3166312,3167654,"Ophcf2|02296","GQ602_002296"
3171106,3172519,"Ophcf2|02297","GQ602_002297"
3173224,3175055,"Ophcf2|02298","GQ602_002298"
3175985,3178381,"Ophcf2|02299","GQ602_002299"
3180067,3182269,"Ophcf2|02300","GQ602_002300"
3189278,3190041,"Ophcf2|02301","GQ602_002301"
3190660,3192989,"Ophcf2|02302","GQ602_002302"
3193415,3194776,"Ophcf2|02303","GQ602_002303"
3195432,3197810,"Ophcf2|02304","GQ602_002304"
3200070,3204977,"Ophcf2|02305","GQ602_002305"
3205334,3207549,"Ophcf2|02306","GQ602_002306"
3208121,3209638,"Ophcf2|02307","GQ602_002307"
3210011,3212932,"Ophcf2|02308","GQ602_002308"
3213735,3215100,"Ophcf2|02309","GQ602_002309"
3216153,3217580,"Ophcf2|02310","GQ602_002310"
3218011,3219543,"Ophcf2|02311","GQ602_002311"
3219705,3222608,"Ophcf2|02312","GQ602_002312"
3228677,3233005,"Ophcf2|02313","GQ602_002313"
3236227,3240695,"Ophcf2|02314","GQ602_002314"
3240847,3241708,"Ophcf2|02315","GQ602_002315"
3242667,3243632,"Ophcf2|02316","GQ602_002316"
3244577,3246241,"Ophcf2|02317","GQ602_002317"
3247509,3248027,"Ophcf2|02318","GQ602_002318"
3248177,3249376,"Ophcf2|02319","GQ602_002319"
3250272,3251387,"Ophcf2|02320","GQ602_002320"
3251599,3253283,"Ophcf2|02321","GQ602_002321"
3253353,3254822,"Ophcf2|02322","GQ602_002322"
3255074,3257212,"Ophcf2|02323","GQ602_002323"
3257677,3258583,"Ophcf2|02324","GQ602_002324"
3259613,3261631,"Ophcf2|02325","GQ602_002325"
3346919,3349591,"Ophcf2|02326","GQ602_002326"
3350243,3352839,"Ophcf2|02327","GQ602_002327"
3354022,3357185,"Ophcf2|02328","GQ602_002328"
3358449,3360464,"Ophcf2|02329","GQ602_002329"
3361309,3363022,"Ophcf2|02330","GQ602_002330"
3363395,3364271,"Ophcf2|02331","GQ602_002331"
3364707,3365906,"Ophcf2|02332","GQ602_002332"
3366291,3368139,"Ophcf2|02333","GQ602_002333"
3368974,3369501,"Ophcf2|02334","GQ602_002334"
3369941,3373379,"Ophcf2|02335","GQ602_002335"
3377006,3378514,"Ophcf2|02336","GQ602_002336"
3384692,3387238,"Ophcf2|02337","GQ602_002337"
3391819,3393172,"Ophcf2|02338","GQ602_002338"
3397004,3397349,"Ophcf2|02339","GQ602_002339"
3397736,3400339,"Ophcf2|02340","GQ602_002340"
3401285,3402343,"Ophcf2|02341","GQ602_002341"
3406932,3408382,"Ophcf2|02342","GQ602_002342"
3409196,3411288,"Ophcf2|02343","GQ602_002343"
3411607,3413673,"Ophcf2|02344","GQ602_002344"
3413833,3414533,"Ophcf2|02345","GQ602_002345"
3414837,3416568,"Ophcf2|02346","GQ602_002346"
3418668,3422688,"Ophcf2|02347","GQ602_002347"
3423188,3424380,"Ophcf2|02348","GQ602_002348"
3424556,3425416,"Ophcf2|02349","GQ602_002349"
3426006,3428537,"Ophcf2|02350","GQ602_002350"
3430542,3433825,"Ophcf2|02351","GQ602_002351"
3435914,3437499,"Ophcf2|02352","GQ602_002352"
3438262,3439319,"Ophcf2|02353","GQ602_002353"
3442475,3444104,"Ophcf2|02354","GQ602_002354"
3449216,3450664,"Ophcf2|02355","GQ602_002355"
3451520,3452428,"Ophcf2|02356","GQ602_002356"
3452810,3454103,"Ophcf2|02357","GQ602_002357"
3454335,3455520,"Ophcf2|02358","GQ602_002358"
3456051,3457139,"Ophcf2|02359","GQ602_002359"
3457528,3458599,"Ophcf2|02360","GQ602_002360"
3459035,3460326,"Ophcf2|02361","GQ602_002361"
3460623,3462375,"Ophcf2|02362","GQ602_002362"
3462688,3464180,"Ophcf2|02363","GQ602_002363"
3465341,3467658,"Ophcf2|02364","GQ602_002364"
3467975,3469038,"Ophcf2|02365","GQ602_002365"
3469548,3470591,"Ophcf2|02366","GQ602_002366"
3471435,3473336,"Ophcf2|02367","GQ602_002367"
3473455,3474251,"Ophcf2|02368","GQ602_002368"
3474868,3477618,"Ophcf2|02369","GQ602_002369"
3477917,3478624,"Ophcf2|02370","GQ602_002370"
3479161,3481878,"Ophcf2|02371","GQ602_002371"
3481910,3482347,"Ophcf2|02372","GQ602_002372"
3482551,3484023,"Ophcf2|02373","GQ602_002373"
3484486,3486407,"Ophcf2|02374","GQ602_002374"
3487164,3487905,"Ophcf2|02375","GQ602_002375"
3490360,3491700,"Ophcf2|02376","GQ602_002376"
3492090,3493628,"Ophcf2|02377","GQ602_002377"
3494315,3495308,"Ophcf2|02378","GQ602_002378"
3495914,3497572,"Ophcf2|02379","GQ602_002379"
3497890,3498664,"Ophcf2|02380","GQ602_002380"
3500512,3502179,"Ophcf2|02381","GQ602_002381"
3502866,3505412,"Ophcf2|02382","GQ602_002382"
3506595,3507564,"Ophcf2|02383","GQ602_002383"
3510018,3510361,"Ophcf2|02384","GQ602_002384"
3512676,3515023,"Ophcf2|02385","GQ602_002385"
3515602,3517090,"Ophcf2|02386","GQ602_002386"
3517489,3523474,"Ophcf2|02387","GQ602_002387"
3524223,3525536,"Ophcf2|02388","GQ602_002388"
3526732,3527361,"Ophcf2|02389","GQ602_002389"
3527563,3528840,"Ophcf2|02390","GQ602_002390"
3530656,3531378,"Ophcf2|02391","GQ602_002391"
3531848,3532738,"Ophcf2|02392","GQ602_002392"
3533425,3541316,"Ophcf2|02393","GQ602_002393"
3546785,3547808,"Ophcf2|02394","GQ602_002394"
3548539,3549197,"Ophcf2|02395","GQ602_002395"
3549666,3551101,"Ophcf2|02396","GQ602_002396"
3595701,3597637,"Ophcf2|02397","GQ602_002397"
3598210,3600099,"Ophcf2|02398","GQ602_002398"
3600551,3601471,"Ophcf2|02399","GQ602_002399"
3601911,3602669,"Ophcf2|02400","GQ602_002400"
3603540,3606969,"Ophcf2|02401","GQ602_002401"
3607323,3608228,"Ophcf2|02402","GQ602_002402"
3609145,3611170,"Ophcf2|02403","GQ602_002403"
3611347,3614658,"Ophcf2|02404","GQ602_002404"
3615982,3617126,"Ophcf2|02405","GQ602_002405"
3619706,3620554,"Ophcf2|02406","GQ602_002406"
3621428,3622319,"Ophcf2|02407","GQ602_002407"
3622788,3623232,"Ophcf2|02408","GQ602_002408"
3669087,3670410,"Ophcf2|02409","GQ602_002409"
3672064,3672423,"Ophcf2|02410","GQ602_002410"
3673031,3674914,"Ophcf2|02411","GQ602_002411"
3675297,3676544,"Ophcf2|02412","GQ602_002412"
3677934,3680282,"Ophcf2|02413","GQ602_002413"
3683737,3684832,"Ophcf2|02414","GQ602_002414"
3684975,3686611,"Ophcf2|02415","GQ602_002415"
3687832,3692002,"Ophcf2|02416","GQ602_002416"
3692391,3693047,"Ophcf2|02417","GQ602_002417"
3694184,3695064,"Ophcf2|02418","GQ602_002418"
3697098,3698017,"Ophcf2|02419","GQ602_002419"
3699089,3701035,"Ophcf2|02420","GQ602_002420"
3702675,3703145,"Ophcf2|02421","GQ602_002421"
3703636,3704880,"Ophcf2|02422","GQ602_002422"
3706456,3707862,"Ophcf2|02423","GQ602_002423"
3708507,3709995,"Ophcf2|02424","GQ602_002424"
3710248,3712128,"Ophcf2|02425","GQ602_002425"
3712238,3713232,"Ophcf2|02426","GQ602_002426"
3714314,3716047,"Ophcf2|02427","GQ602_002427"
3717089,3719135,"Ophcf2|02428","GQ602_002428"
3724198,3725854,"Ophcf2|02429","GQ602_002429"
3727661,3728659,"Ophcf2|02430","GQ602_002430"
3729182,3731466,"Ophcf2|02431","GQ602_002431"
3731974,3732711,"Ophcf2|02432","GQ602_002432"
3732791,3733884,"Ophcf2|02433","GQ602_002433"
3734876,3735820,"Ophcf2|02434","GQ602_002434"
3738867,3739226,"Ophcf2|02435","GQ602_002435"
3740102,3741199,"Ophcf2|02436","GQ602_002436"
3742464,3744287,"Ophcf2|02437","GQ602_002437"
3744672,3745385,"Ophcf2|02438","GQ602_002438"
3747607,3748032,"Ophcf2|02439","GQ602_002439"
3748479,3751013,"Ophcf2|02440","GQ602_002440"
3753631,3754675,"Ophcf2|02441","GQ602_002441"
3756233,3756880,"Ophcf2|02442","GQ602_002442"
3757340,3761403,"Ophcf2|02443","GQ602_002443"
3761616,3763358,"Ophcf2|02444","GQ602_002444"
3763624,3765073,"Ophcf2|02445","GQ602_002445"
3765250,3766168,"Ophcf2|02446","GQ602_002446"
3767611,3769509,"Ophcf2|02447","GQ602_002447"
3771206,3771713,"Ophcf2|02448","GQ602_002448"
3772886,3773829,"Ophcf2|02449","GQ602_002449"
3774259,3776114,"Ophcf2|02450","GQ602_002450"
3777808,3778816,"Ophcf2|02451","GQ602_002451"
3779400,3783875,"Ophcf2|02452","GQ602_002452"
3784588,3786360,"Ophcf2|02453","GQ602_002453"
3786650,3787483,"Ophcf2|02454","GQ602_002454"
3788515,3789192,"Ophcf2|02455","GQ602_002455"
3790228,3791946,"Ophcf2|02456","GQ602_002456"
3793114,3796570,"Ophcf2|02457","GQ602_002457"
3800055,3800930,"Ophcf2|02458","GQ602_002458"
3801456,3805379,"Ophcf2|02459","GQ602_002459"
3807002,3808827,"Ophcf2|02460","GQ602_002460"
3810332,3812381,"Ophcf2|02461","GQ602_002461"
3813373,3814028,"Ophcf2|02462","GQ602_002462"
3814737,3816844,"Ophcf2|02463","GQ602_002463"
3819114,3820025,"Ophcf2|02464","GQ602_002464"
3821611,3823282,"Ophcf2|02465","GQ602_002465"
3824611,3825365,"Ophcf2|02466","GQ602_002466"
3825552,3826589,"Ophcf2|02467","GQ602_002467"
3828104,3830443,"Ophcf2|02468","GQ602_002468"
3830769,3832260,"Ophcf2|02469","GQ602_002469"
3832542,3833384,"Ophcf2|02470","GQ602_002470"
3833784,3834528,"Ophcf2|02471","GQ602_002471"
3836887,3838731,"Ophcf2|02472","GQ602_002472"
3839862,3841804,"Ophcf2|02473","GQ602_002473"
3844237,3845597,"Ophcf2|02474","GQ602_002474"
3846331,3848121,"Ophcf2|02475","GQ602_002475"
3849032,3850171,"Ophcf2|02476","GQ602_002476"
3850482,3851294,"Ophcf2|02477","GQ602_002477"
3852641,3853708,"Ophcf2|02478","GQ602_002478"
3854849,3855442,"Ophcf2|02479","GQ602_002479"
3856701,3858413,"Ophcf2|02480","GQ602_002480"
3858853,3861333,"Ophcf2|02481","GQ602_002481"
3862147,3863141,"Ophcf2|02482","GQ602_002482"
3863802,3865131,"Ophcf2|02483","GQ602_002483"
3865837,3867046,"Ophcf2|02484","GQ602_002484"
3867667,3870866,"Ophcf2|02485","GQ602_002485"
3871210,3872142,"Ophcf2|02486","GQ602_002486"
3872806,3873985,"Ophcf2|02487","GQ602_002487"
3875302,3877100,"Ophcf2|02488","GQ602_002488"
3877947,3880164,"Ophcf2|02489","GQ602_002489"
3880668,3882823,"Ophcf2|02490","GQ602_002490"
3883629,3888195,"Ophcf2|02491","GQ602_002491"
3888700,3893244,"Ophcf2|02492","GQ602_002492"
3893635,3895529,"Ophcf2|02493","GQ602_002493"
3912787,3913185,"Ophcf2|02494","GQ602_002494"
3913503,3914551,"Ophcf2|02495","GQ602_002495"
3914893,3917079,"Ophcf2|02496","GQ602_002496"
3917468,3920440,"Ophcf2|02497","GQ602_002497"
3921783,3923705,"Ophcf2|02498","GQ602_002498"
3923863,3924550,"Ophcf2|02499","GQ602_002499"
3925088,3925577,"Ophcf2|02500","GQ602_002500"
3926535,3928751,"Ophcf2|02501","GQ602_002501"
3930883,3931240,"Ophcf2|02502","GQ602_002502"
3931483,3935397,"Ophcf2|02503","GQ602_002503"
3936561,3938593,"Ophcf2|02504","GQ602_002504"
3939052,3940704,"Ophcf2|02505","GQ602_002505"
3941494,3943112,"Ophcf2|02506","GQ602_002506"
3943347,3944032,"Ophcf2|02507","GQ602_002507"
3944305,3944858,"Ophcf2|02508","GQ602_002508"
3945839,3946900,"Ophcf2|02509","GQ602_002509"
3947243,3947753,"Ophcf2|02510","GQ602_002510"
3948593,3957153,"Ophcf2|02511","GQ602_002511"
3958565,3960412,"Ophcf2|02512","GQ602_002512"
3961148,3963904,"Ophcf2|02513","GQ602_002513"
3966538,3967280,"Ophcf2|02514","GQ602_002514"
3967635,3968845,"Ophcf2|02515","GQ602_002515"
3970366,3971245,"Ophcf2|02516","GQ602_002516"
3975201,3975982,"Ophcf2|02517","GQ602_002517"
3977431,3980148,"Ophcf2|02518","GQ602_002518"
3980485,3982271,"Ophcf2|02519","GQ602_002519"
3982642,3983950,"Ophcf2|02520","GQ602_002520"
3984752,3987564,"Ophcf2|02521","GQ602_002521"
3988455,3991882,"Ophcf2|02522","GQ602_002522"
3992824,3994677,"Ophcf2|02523","GQ602_002523"
3996030,3998423,"Ophcf2|02524","GQ602_002524"
3999454,4000215,"Ophcf2|02525","GQ602_002525"
4000346,4002042,"Ophcf2|02526","GQ602_002526"
4004744,4005697,"Ophcf2|02527","GQ602_002527"
4006477,4007293,"Ophcf2|02528","GQ602_002528"
4008210,4009955,"Ophcf2|02529","GQ602_002529"
4010329,4011987,"Ophcf2|02530","GQ602_002530"
4012046,4014008,"Ophcf2|02531","GQ602_002531"
4014892,4015696,"Ophcf2|02532","GQ602_002532"
4015774,4018858,"Ophcf2|02533","GQ602_002533"
4019121,4021558,"Ophcf2|02534","GQ602_002534"
4022595,4023577,"Ophcf2|02535","GQ602_002535"
4023810,4026258,"Ophcf2|02536","GQ602_002536"
4026660,4028359,"Ophcf2|02537","GQ602_002537"
4029798,4031989,"Ophcf2|02538","GQ602_002538"
4033490,4035145,"Ophcf2|02539","GQ602_002539"
4035656,4036530,"Ophcf2|02540","GQ602_002540"
4038874,4040959,"Ophcf2|02541","GQ602_002541"
4041485,4043071,"Ophcf2|02542","GQ602_002542"
4043834,4045433,"Ophcf2|02543","GQ602_002543"
4046620,4047057,"Ophcf2|02544","GQ602_002544"
4048745,4050883,"Ophcf2|02545","GQ602_002545"
4051097,4053967,"Ophcf2|02546","GQ602_002546"
4054361,4055420,"Ophcf2|02547","GQ602_002547"
4056082,4057125,"Ophcf2|02548","GQ602_002548"
4057186,4058357,"Ophcf2|02549","GQ602_002549"
4058608,4059600,"Ophcf2|02550","GQ602_002550"
4060970,4061347,"Ophcf2|02551","GQ602_002551"
4061744,4063908,"Ophcf2|02552","GQ602_002552"
4064598,4066357,"Ophcf2|02553","GQ602_002553"
4066774,4068363,"Ophcf2|02554","GQ602_002554"
4070779,4072464,"Ophcf2|02555","GQ602_002555"
4072959,4073836,"Ophcf2|02556","GQ602_002556"
4074055,4074573,"Ophcf2|02557","GQ602_002557"
4074918,4075817,"Ophcf2|02558","GQ602_002558"
4076168,4077349,"Ophcf2|02559","GQ602_002559"
4080369,4080710,"Ophcf2|02560","GQ602_002560"
4083600,4084942,"Ophcf2|02561","GQ602_002561"
4087200,4088038,"Ophcf2|02562","GQ602_002562"
4089072,4091805,"Ophcf2|02563","GQ602_002563"
4092197,4093809,"Ophcf2|02564","GQ602_002564"
4095849,4097386,"Ophcf2|02565","GQ602_002565"
4101611,4103197,"Ophcf2|02566","GQ602_002566"
4104134,4105937,"Ophcf2|02567","GQ602_002567"
4106266,4106701,"Ophcf2|02568","GQ602_002568"
4106923,4109885,"Ophcf2|02569","GQ602_002569"
4110586,4111638,"Ophcf2|02570","GQ602_002570"
4112986,4113616,"Ophcf2|02571","GQ602_002571"
4114967,4116555,"Ophcf2|02572","GQ602_002572"
4118220,4121850,"Ophcf2|02573","GQ602_002573"
4123068,4123979,"Ophcf2|02574","GQ602_002574"
4125182,4126009,"Ophcf2|02575","GQ602_002575"
4126072,4126837,"Ophcf2|02576","GQ602_002576"
4127659,4128795,"Ophcf2|02577","GQ602_002577"
4129698,4130716,"Ophcf2|02578","GQ602_002578"
4131084,4131604,"Ophcf2|02579","GQ602_002579"
4132012,4133412,"Ophcf2|02580","GQ602_002580"
4133508,4134354,"Ophcf2|02581","GQ602_002581"
4135199,4136005,"Ophcf2|02582","GQ602_002582"
4136383,4136909,"Ophcf2|02583","GQ602_002583"
4138600,4138974,"Ophcf2|02584","GQ602_002584"
4140430,4143258,"Ophcf2|02585","GQ602_002585"
4143626,4145923,"Ophcf2|02586","GQ602_002586"
4147302,4149270,"Ophcf2|02587","GQ602_002587"
4149865,4150920,"Ophcf2|02588","GQ602_002588"
4151290,4151990,"Ophcf2|02589","GQ602_002589"
4152086,4154178,"Ophcf2|02590","GQ602_002590"
4154453,4155531,"Ophcf2|02591","GQ602_002591"
4156309,4156687,"Ophcf2|02592","GQ602_002592"
4157156,4158316,"Ophcf2|02593","GQ602_002593"
4158850,4159671,"Ophcf2|02594","GQ602_002594"
4161381,4162889,"Ophcf2|02595","GQ602_002595"
4164287,4165897,"Ophcf2|02596","GQ602_002596"
4166461,4167979,"Ophcf2|02597","GQ602_002597"
4168524,4171106,"Ophcf2|02598","GQ602_002598"
4172483,4173634,"Ophcf2|02599","GQ602_002599"
4175026,4175772,"Ophcf2|02600","GQ602_002600"
4177182,4177900,"Ophcf2|02601","GQ602_002601"
4178250,4178982,"Ophcf2|02602","GQ602_002602"
4179126,4183029,"Ophcf2|02603","GQ602_002603"
4184118,4184768,"Ophcf2|02604","GQ602_002604"
4185066,4185561,"Ophcf2|02605","GQ602_002605"
4186062,4186922,"Ophcf2|02606","GQ602_002606"
4188080,4188529,"Ophcf2|02607","GQ602_002607"
4190363,4191527,"Ophcf2|02608","GQ602_002608"
4191602,4192077,"Ophcf2|02609","GQ602_002609"
4192887,4193963,"Ophcf2|02610","GQ602_002610"
4194359,4195155,"Ophcf2|02611","GQ602_002611"
4195476,4195970,"Ophcf2|02612","GQ602_002612"
4197949,4198257,"Ophcf2|02613","GQ602_002613"
4199363,4201051,"Ophcf2|02614","GQ602_002614"
4201591,4205462,"Ophcf2|02615","GQ602_002615"
4206167,4208026,"Ophcf2|02616","GQ602_002616"
4208416,4209546,"Ophcf2|02617","GQ602_002617"
4210201,4210679,"Ophcf2|02618","GQ602_002618"
4210819,4211887,"Ophcf2|02619","GQ602_002619"
4213917,4218787,"Ophcf2|02620","GQ602_002620"
4219796,4220717,"Ophcf2|02621","GQ602_002621"
4221303,4221913,"Ophcf2|02622","GQ602_002622"
4223508,4225743,"Ophcf2|02623","GQ602_002623"
4229350,4229805,"Ophcf2|02624","GQ602_002624"
4230118,4232797,"Ophcf2|02625","GQ602_002625"
4233274,4233965,"Ophcf2|02626","GQ602_002626"
4234485,4236053,"Ophcf2|02627","GQ602_002627"
4236565,4240276,"Ophcf2|02628","GQ602_002628"
4241428,4243848,"Ophcf2|02629","GQ602_002629"
4244053,4244651,"Ophcf2|02630","GQ602_002630"
4245522,4249859,"Ophcf2|02631","GQ602_002631"
4251038,4252623,"Ophcf2|02632","GQ602_002632"
4252842,4254050,"Ophcf2|02633","GQ602_002633"
4254726,4256481,"Ophcf2|02634","GQ602_002634"
4258440,4258832,"Ophcf2|02635","GQ602_002635"
4260283,4264416,"Ophcf2|02636","GQ602_002636"
4265088,4270015,"Ophcf2|02637","GQ602_002637"
4270775,4272146,"Ophcf2|02638","GQ602_002638"
4272777,4277098,"Ophcf2|02639","GQ602_002639"
4277780,4286161,"Ophcf2|02640","GQ602_002640"
4321968,4324378,"Ophcf2|02641","GQ602_002641"
4325037,4327118,"Ophcf2|02642","GQ602_002642"
4329058,4329587,"Ophcf2|02643","GQ602_002643"
4329736,4330820,"Ophcf2|02644","GQ602_002644"
4330948,4331316,"Ophcf2|02645","GQ602_002645"
4331664,4332987,"Ophcf2|02646","GQ602_002646"
4333807,4334871,"Ophcf2|02647","GQ602_002647"
4336086,4337667,"Ophcf2|02648","GQ602_002648"
4338191,4339084,"Ophcf2|02649","GQ602_002649"
4339328,4339952,"Ophcf2|02650","GQ602_002650"
4340347,4341729,"Ophcf2|02651","GQ602_002651"
4342103,4345831,"Ophcf2|02652","GQ602_002652"
4347313,4348425,"Ophcf2|02653","GQ602_002653"
4348850,4349575,"Ophcf2|02654","GQ602_002654"
4352600,4353622,"Ophcf2|02655","GQ602_002655"
4354641,4356020,"Ophcf2|02656","GQ602_002656"
4357478,4358392,"Ophcf2|02657","GQ602_002657"
4358733,4359304,"Ophcf2|02658","GQ602_002658"
4359843,4360938,"Ophcf2|02659","GQ602_002659"
4361433,4362537,"Ophcf2|02660","GQ602_002660"
4364105,4364918,"Ophcf2|02661","GQ602_002661"
4365097,4366733,"Ophcf2|02662","GQ602_002662"
4367584,4368105,"Ophcf2|02663","GQ602_002663"
4369800,4370831,"Ophcf2|02664","GQ602_002664"
4371993,4372603,"Ophcf2|02665","GQ602_002665"
4373449,4374502,"Ophcf2|02666","GQ602_002666"
4377195,4377866,"Ophcf2|02667","GQ602_002667"
4378449,4380197,"Ophcf2|02668","GQ602_002668"
4380783,4381204,"Ophcf2|02669","GQ602_002669"
4382120,4384199,"Ophcf2|02670","GQ602_002670"
4384655,4385610,"Ophcf2|02671","GQ602_002671"
4387192,4388316,"Ophcf2|02672","GQ602_002672"
4389387,4391054,"Ophcf2|02673","GQ602_002673"
4392938,4393294,"Ophcf2|02674","GQ602_002674"
4394168,4395898,"Ophcf2|02675","GQ602_002675"
4396385,4398473,"Ophcf2|02676","GQ602_002676"
4398914,4404675,"Ophcf2|02677","GQ602_002677"
4404965,4405790,"Ophcf2|02678","GQ602_002678"
4407013,4408986,"Ophcf2|02679","GQ602_002679"
4409258,4410696,"Ophcf2|02680","GQ602_002680"
4410893,4412213,"Ophcf2|02681","GQ602_002681"
4417882,4418770,"Ophcf2|02682","GQ602_002682"
4419193,4422104,"Ophcf2|02683","GQ602_002683"
4422732,4426055,"Ophcf2|02684","GQ602_002684"
4426609,4428852,"Ophcf2|02685","GQ602_002685"
4430470,4432200,"Ophcf2|02686","GQ602_002686"
4432629,4433315,"Ophcf2|02687","GQ602_002687"
4433645,4435674,"Ophcf2|02688","GQ602_002688"
4436168,4437535,"Ophcf2|02689","GQ602_002689"
4438318,4439566,"Ophcf2|02690","GQ602_002690"
4440246,4441743,"Ophcf2|02691","GQ602_002691"
4441814,4442137,"Ophcf2|02692","GQ602_002692"
4442392,4442943,"Ophcf2|02693","GQ602_002693"
4443595,4444837,"Ophcf2|02694","GQ602_002694"
4444939,4448135,"Ophcf2|02695","GQ602_002695"
4448398,4449861,"Ophcf2|02696","GQ602_002696"
4450210,4450701,"Ophcf2|02697","GQ602_002697"
4451253,4452132,"Ophcf2|02698","GQ602_002698"
4452861,4455260,"Ophcf2|02699","GQ602_002699"
4455931,4457333,"Ophcf2|02700","GQ602_002700"
4457794,4458975,"Ophcf2|02701","GQ602_002701"
4459520,4459991,"Ophcf2|02702","GQ602_002702"
4460256,4461670,"Ophcf2|02703","GQ602_002703"
4462346,4464277,"Ophcf2|02704","GQ602_002704"
4464802,4466198,"Ophcf2|02705","GQ602_002705"
4466805,4467032,"Ophcf2|02706","GQ602_002706"
4469615,4472500,"Ophcf2|02707","GQ602_002707"
4473472,4475414,"Ophcf2|02708","GQ602_002708"
4476390,4477130,"Ophcf2|02709","GQ602_002709"
4477134,4477898,"Ophcf2|02710","GQ602_002710"
4478018,4479713,"Ophcf2|02711","GQ602_002711"
4480372,4481908,"Ophcf2|02712","GQ602_002712"
4484583,4485440,"Ophcf2|02713","GQ602_002713"
4485933,4486547,"Ophcf2|02714","GQ602_002714"
4487367,4489079,"Ophcf2|02715","GQ602_002715"
4490425,4491229,"Ophcf2|02716","GQ602_002716"
4491622,4492891,"Ophcf2|02717","GQ602_002717"
4493535,4495637,"Ophcf2|02718","GQ602_002718"
4496382,4497485,"Ophcf2|02719","GQ602_002719"
4498184,4499113,"Ophcf2|02720","GQ602_002720"
4499679,4503163,"Ophcf2|02721","GQ602_002721"
4503921,4505695,"Ophcf2|02722","GQ602_002722"
4505894,4506893,"Ophcf2|02723","GQ602_002723"
4507309,4508925,"Ophcf2|02724","GQ602_002724"
4510094,4511869,"Ophcf2|02725","GQ602_002725"
4514087,4515001,"Ophcf2|02726","GQ602_002726"
4515437,4518396,"Ophcf2|02727","GQ602_002727"
