"start","end","attributes_robin","attributes_ncbi"
116,1058,"Ophio5|1","XA68_10000"
25401,26883,"Ophio5|2722","XA68_12706"
27662,28360,"Ophio5|2723","XA68_12707"
28902,31019,"Ophio5|2724","XA68_12708"
31663,33612,"Ophio5|2725","XA68_12709"
34593,37803,"Ophio5|2726","XA68_12710"
38137,40783,"Ophio5|2727","XA68_12711"
41293,42602,"Ophio5|2728","XA68_12712"
43177,45325,"Ophio5|2729","XA68_12713"
45993,46525,"Ophio5|2730","XA68_12714"
48809,49694,"Ophio5|2731","XA68_12715"
51126,52685,"Ophio5|2732","XA68_12716"
53188,54792,"Ophio5|2733","XA68_12717"
55929,63745,"Ophio5|2734","XA68_12718"
64097,65371,"Ophio5|2735","XA68_12719"
65487,66350,"Ophio5|2736","XA68_12720"
66639,68963,"Ophio5|2737","XA68_12721"
69621,72479,"Ophio5|2738","XA68_12722"
77982,79702,"Ophio5|2739","XA68_12723"
79721,80177,"Ophio5|2740","XA68_12724"
80219,82055,"Ophio5|2741","XA68_12725"
211,2273,"Ophio5|2742","XA68_12726"
2605,3381,"Ophio5|2743","XA68_12727"
3764,9194,"Ophio5|2744","XA68_12728"
10448,12587,"Ophio5|2745","XA68_12729"
13267,14088,"Ophio5|2746","XA68_12730"
15026,17958,"Ophio5|2747","XA68_12731"
17981,18961,"Ophio5|2748","XA68_12732"
19350,21688,"Ophio5|2749","XA68_12733"
21922,22497,"Ophio5|2750","XA68_12734"
23623,23987,"Ophio5|2751","XA68_12735"
24254,24541,"Ophio5|2752","XA68_12736"
25880,28207,"Ophio5|2753","XA68_12737"
922,3898,"Ophio5|2754","XA68_12738"
5090,8051,"Ophio5|2755","XA68_12739"
8751,11060,"Ophio5|2756","XA68_12740"
12186,13003,"Ophio5|2757","XA68_12741"
14285,17165,"Ophio5|2758","XA68_12742"
18150,18486,"Ophio5|2759","XA68_12743"
19068,20130,"Ophio5|2760","XA68_12744"
20133,21856,"Ophio5|2761","XA68_12745"
21948,22462,"Ophio5|2762","XA68_12746"
23450,25412,"Ophio5|2763","XA68_12747"
25876,29350,"Ophio5|2764","XA68_12748"
387,1217,"Ophio5|2765","XA68_12749"
1884,3511,"Ophio5|2766","XA68_12750"
3925,7736,"Ophio5|2767","XA68_12751"
8083,13174,"Ophio5|2768","XA68_12752"
14459,15759,"Ophio5|2769","XA68_12753"
17062,20572,"Ophio5|2770","XA68_12754"
22925,25086,"Ophio5|2771","XA68_12755"
27360,28893,"Ophio5|2772","XA68_12756"
569,2541,"Ophio5|2773","XA68_12757"
3241,10074,"Ophio5|2774","XA68_12758"
12199,14100,"Ophio5|2775","XA68_12759"
17436,18102,"Ophio5|2776","XA68_12760"
20328,22182,"Ophio5|2777","XA68_12761"
22402,23787,"Ophio5|2778","XA68_12762"
24290,25399,"Ophio5|2779","XA68_12763"
26329,27573,"Ophio5|2780","XA68_12764"
27917,29189,"Ophio5|2781","XA68_12765"
945,1868,"Ophio5|2782","XA68_12766"
2257,2952,"Ophio5|2783","XA68_12767"
3134,3485,"Ophio5|2784","XA68_12768"
5868,7444,"Ophio5|2785","XA68_12769"
8665,11781,"Ophio5|2786","XA68_12770"
12372,13511,"Ophio5|2787","XA68_12771"
13759,14934,"Ophio5|2788","XA68_12772"
15531,17683,"Ophio5|2789","XA68_12773"
20473,21597,"Ophio5|2790","XA68_12774"
22332,25760,"Ophio5|2791","XA68_12775"
28421,29159,"Ophio5|2792","XA68_12776"
32,533,"Ophio5|2793","XA68_12777"
348,1790,"Ophio5|2794","XA68_12778"
1824,3452,"Ophio5|2795","XA68_12779"
3830,5074,"Ophio5|2796","XA68_12780"
5777,7235,"Ophio5|2797","XA68_12781"
7789,10119,"Ophio5|2798","XA68_12782"
10567,11553,"Ophio5|2799","XA68_12783"
11773,13937,"Ophio5|2800","XA68_12784"
14691,17834,"Ophio5|2801","XA68_12785"
17842,19787,"Ophio5|2802","XA68_12786"
20163,21727,"Ophio5|2803","XA68_12787"
22444,23564,"Ophio5|2804","XA68_12788"
24941,26133,"Ophio5|2805","XA68_12789"
26230,27235,"Ophio5|2806","XA68_12790"
27357,29258,"Ophio5|2807","XA68_12791"
141,1843,"Ophio5|2808","XA68_12792"
2958,3972,"Ophio5|2809","XA68_12793"
4056,5958,"Ophio5|2810","XA68_12794"
6305,7850,"Ophio5|2811","XA68_12795"
8812,10705,"Ophio5|2812","XA68_12796"
11902,13146,"Ophio5|2813","XA68_12797"
13580,14047,"Ophio5|2814","XA68_12798"
20245,21103,"Ophio5|2815","XA68_12799"
22449,23582,"Ophio5|2816","XA68_12800"
24019,25095,"Ophio5|2817","XA68_12801"
25859,28328,"Ophio5|2818","XA68_12802"
59,435,"Ophio5|2819","XA68_12803"
284,4771,"Ophio5|2820","XA68_12804"
5496,7224,"Ophio5|2821","XA68_12805"
7749,8090,"Ophio5|2822","XA68_12806"
8375,10299,"Ophio5|2823","XA68_12807"
10593,11260,"Ophio5|2824","XA68_12808"
11963,13619,"Ophio5|2825","XA68_12809"
14475,15682,"Ophio5|2826","XA68_12810"
17003,18971,"Ophio5|2827","XA68_12811"
19967,20718,"Ophio5|2828","XA68_12812"
23067,24545,"Ophio5|2829","XA68_12813"
24961,26796,"Ophio5|2830","XA68_12814"
27801,29245,"Ophio5|2831","XA68_12815"
135,2133,"Ophio5|2832","XA68_12816"
2503,3081,"Ophio5|2833","XA68_12817"
4154,5098,"Ophio5|2834","XA68_12818"
6029,6549,"Ophio5|2835","XA68_12819"
6762,7247,"Ophio5|2836","XA68_12820"
8558,11209,"Ophio5|2837","XA68_12821"
12084,13514,"Ophio5|2838","XA68_12822"
13777,14211,"Ophio5|2839","XA68_12823"
14329,15281,"Ophio5|2840","XA68_12824"
15477,17401,"Ophio5|2841","XA68_12825"
20404,21238,"Ophio5|2842","XA68_12826"
22758,25412,"Ophio5|2843","XA68_12827"
27680,28690,"Ophio5|2844","XA68_12828"
140,4545,"Ophio5|2845","XA68_12829"
5348,6064,"Ophio5|2846","XA68_12830"
6958,7725,"Ophio5|2847","XA68_12831"
8177,9585,"Ophio5|2848","XA68_12832"
10553,12785,"Ophio5|2849","XA68_12833"
13261,13592,"Ophio5|2850","XA68_12834"
13857,15409,"Ophio5|2851","XA68_12835"
16142,16890,"Ophio5|2852","XA68_12836"
18735,20057,"Ophio5|2853","XA68_12837"
20851,22566,"Ophio5|2854","XA68_12838"
22972,23801,"Ophio5|2855","XA68_12839"
24546,29257,"Ophio5|2856","XA68_12840"
43,535,"Ophio5|2857","XA68_12841"
1507,3119,"Ophio5|2858","XA68_12842"
4422,6462,"Ophio5|2859","XA68_12843"
6944,8928,"Ophio5|2860","XA68_12844"
11635,12085,"Ophio5|2861","XA68_12845"
12273,12791,"Ophio5|2862","XA68_12846"
13470,15101,"Ophio5|2863","XA68_12847"
15298,19555,"Ophio5|2864","XA68_12848"
21961,23466,"Ophio5|2865","XA68_12849"
24186,24729,"Ophio5|2866","XA68_12850"
25539,29510,"Ophio5|2867","XA68_12851"
30206,31480,"Ophio5|2868","XA68_12852"
31775,33597,"Ophio5|2869","XA68_12853"
34319,34528,"Ophio5|2870","XA68_12854"
34819,36762,"Ophio5|2871","XA68_12855"
37600,39604,"Ophio5|2872","XA68_12856"
41640,43448,"Ophio5|2873","XA68_12857"
43757,44527,"Ophio5|2874","XA68_12858"
45568,47040,"Ophio5|2875","XA68_12859"
48745,50207,"Ophio5|2876","XA68_12860"
50209,50724,"Ophio5|2877","XA68_12861"
50763,51236,"Ophio5|2878","XA68_12862"
51682,52713,"Ophio5|2879","XA68_12863"
53000,53761,"Ophio5|2880","XA68_12864"
55005,57624,"Ophio5|2881","XA68_12865"
58241,59085,"Ophio5|2882","XA68_12866"
59276,60649,"Ophio5|2883","XA68_12867"
60879,61975,"Ophio5|2884","XA68_12868"
70304,73982,"Ophio5|2885","XA68_12869"
74748,76337,"Ophio5|2886","XA68_12870"
77047,78138,"Ophio5|2887","XA68_12871"
78607,78981,"Ophio5|2888","XA68_12872"
79295,80854,"Ophio5|2889","XA68_12873"
1069,3782,"Ophio5|2890","XA68_12874"
7433,10024,"Ophio5|2891","XA68_12875"
10453,11601,"Ophio5|2892","XA68_12876"
11955,14476,"Ophio5|2893","XA68_12877"
15238,16659,"Ophio5|2894","XA68_12878"
17598,19962,"Ophio5|2895","XA68_12879"
20702,21718,"Ophio5|2896","XA68_12880"
22429,28119,"Ophio5|2897","XA68_12881"
411,1905,"Ophio5|2898","XA68_12882"
2176,2540,"Ophio5|2899","XA68_12883"
2557,3633,"Ophio5|2900","XA68_12884"
3956,4879,"Ophio5|2901","XA68_12885"
6296,11944,"Ophio5|2902","XA68_12886"
12959,16072,"Ophio5|2903","XA68_12887"
19338,20906,"Ophio5|2904","XA68_12888"
21737,22831,"Ophio5|2905","XA68_12889"
23430,24152,"Ophio5|2906","XA68_12890"
24283,24809,"Ophio5|2907","XA68_12891"
25306,27074,"Ophio5|2908","XA68_12892"
27487,28981,"Ophio5|2909","XA68_12893"
1293,2933,"Ophio5|2910","XA68_12894"
4320,8670,"Ophio5|2911","XA68_12895"
9639,11238,"Ophio5|2912","XA68_12896"
11952,14117,"Ophio5|2913","XA68_12897"
14430,15250,"Ophio5|2914","XA68_12898"
15696,17049,"Ophio5|2915","XA68_12899"
20260,22031,"Ophio5|2916","XA68_12900"
22841,24042,"Ophio5|2917","XA68_12901"
25858,28270,"Ophio5|2918","XA68_12902"
673,3568,"Ophio5|2919","XA68_12903"
4448,5527,"Ophio5|2920","XA68_12904"
6060,8012,"Ophio5|2921","XA68_12905"
8896,10372,"Ophio5|2922","XA68_12906"
11014,13779,"Ophio5|2923","XA68_12907"
14729,15040,"Ophio5|2924","XA68_12908"
17250,17857,"Ophio5|2925","XA68_12909"
18233,18773,"Ophio5|2926","XA68_12910"
19180,20555,"Ophio5|2927","XA68_12911"
21072,23821,"Ophio5|2928","XA68_12912"
24855,27425,"Ophio5|2929","XA68_12913"
27646,28743,"Ophio5|2930","XA68_12914"
744,1741,"Ophio5|2931","XA68_12915"
2571,5992,"Ophio5|2932","XA68_12916"
6038,6636,"Ophio5|2933","XA68_12917"
7163,8101,"Ophio5|2934","XA68_12918"
8497,9349,"Ophio5|2935","XA68_12919"
9459,10929,"Ophio5|2936","XA68_12920"
11307,12526,"Ophio5|2937","XA68_12921"
12655,13607,"Ophio5|2938","XA68_12922"
15248,17767,"Ophio5|2939","XA68_12923"
18458,19239,"Ophio5|2940","XA68_12924"
20766,21503,"Ophio5|2941","XA68_12925"
22684,25056,"Ophio5|2942","XA68_12926"
25462,26415,"Ophio5|2943","XA68_12927"
119,588,"Ophio5|2944","XA68_12928"
614,1555,"Ophio5|2945","XA68_12929"
2647,3613,"Ophio5|2946","XA68_12930"
5970,7582,"Ophio5|2947","XA68_12931"
8701,9369,"Ophio5|2948","XA68_12932"
12219,12822,"Ophio5|2949","XA68_12933"
13382,14972,"Ophio5|2950","XA68_12934"
15159,17120,"Ophio5|2951","XA68_12935"
18530,19449,"Ophio5|2952","XA68_12936"
19986,23923,"Ophio5|2953","XA68_12937"
24455,27346,"Ophio5|2954","XA68_12938"
981,2098,"Ophio5|2955","XA68_12939"
4381,5889,"Ophio5|2956","XA68_12940"
6662,7624,"Ophio5|2957","XA68_12941"
8263,9325,"Ophio5|2958","XA68_12942"
9463,10569,"Ophio5|2959","XA68_12943"
11099,15664,"Ophio5|2960","XA68_12944"
15710,16659,"Ophio5|2961","XA68_12945"
16910,17640,"Ophio5|2962","XA68_12946"
17993,19692,"Ophio5|2963","XA68_12947"
19922,22400,"Ophio5|2964","XA68_12948"
22606,23830,"Ophio5|2965","XA68_12949"
24000,25201,"Ophio5|2966","XA68_12950"
26670,27809,"Ophio5|2967","XA68_12951"
622,4738,"Ophio5|2968","XA68_12952"
6374,8383,"Ophio5|2969","XA68_12953"
10148,11377,"Ophio5|2970","XA68_12954"
11930,12277,"Ophio5|2971","XA68_12955"
15557,16753,"Ophio5|2972","XA68_12956"
17978,19431,"Ophio5|2973","XA68_12957"
20316,20828,"Ophio5|2974","XA68_12958"
21198,23177,"Ophio5|2975","XA68_12959"
23487,25109,"Ophio5|2976","XA68_12960"
25603,26526,"Ophio5|2977","XA68_12961"
27144,28446,"Ophio5|2978","XA68_12962"
588,2942,"Ophio5|2979","XA68_12963"
3730,4582,"Ophio5|2980","XA68_12964"
5057,6108,"Ophio5|2981","XA68_12965"
7307,9013,"Ophio5|2982","XA68_12966"
9446,9938,"Ophio5|2983","XA68_12967"
10883,14558,"Ophio5|2984","XA68_12968"
15096,16625,"Ophio5|2985","XA68_12969"
17139,19196,"Ophio5|2986","XA68_12970"
19651,21116,"Ophio5|2987","XA68_12971"
21570,27820,"Ophio5|2988","XA68_12972"
726,1112,"Ophio5|2989","XA68_12973"
1529,2878,"Ophio5|2990","XA68_12974"
3890,4834,"Ophio5|2991","XA68_12975"
4911,5830,"Ophio5|2992","XA68_12976"
6450,7595,"Ophio5|2993","XA68_12977"
9047,10897,"Ophio5|2994","XA68_12978"
11731,19581,"Ophio5|2995","XA68_12979"
19843,21162,"Ophio5|2996","XA68_12980"
22003,23708,"Ophio5|2997","XA68_12981"
23915,24652,"Ophio5|2998","XA68_12982"
2279,7485,"Ophio5|2999","XA68_12983"
7867,9114,"Ophio5|3000","XA68_12984"
9309,13092,"Ophio5|3001","XA68_12985"
15740,19040,"Ophio5|3002","XA68_12986"
20263,21589,"Ophio5|3003","XA68_12987"
22156,25857,"Ophio5|3004","XA68_12988"
26830,27084,"Ophio5|3005","XA68_12989"
27380,28812,"Ophio5|3006","XA68_12990"
29248,31998,"Ophio5|3007","XA68_12991"
32473,33774,"Ophio5|3008","XA68_12992"
33985,34681,"Ophio5|3009","XA68_12993"
35020,36211,"Ophio5|3010","XA68_12994"
36599,39049,"Ophio5|3011","XA68_12995"
41169,44418,"Ophio5|3012","XA68_12996"
45659,47847,"Ophio5|3013","XA68_12997"
48131,49697,"Ophio5|3014","XA68_12998"
49722,50972,"Ophio5|3015","XA68_12999"
51296,52008,"Ophio5|3016","XA68_13000"
52657,54844,"Ophio5|3017","XA68_13001"
56621,58348,"Ophio5|3018","XA68_13002"
58535,60622,"Ophio5|3019","XA68_13003"
61241,64089,"Ophio5|3020","XA68_13004"
64520,66927,"Ophio5|3021","XA68_13005"
69947,70215,"Ophio5|3022","XA68_13006"
71594,72994,"Ophio5|3023","XA68_13007"
76244,76565,"Ophio5|3024","XA68_13008"
79958,80732,"Ophio5|3025","XA68_13009"
616,1089,"Ophio5|3026","XA68_13010"
1636,2624,"Ophio5|3027","XA68_13011"
2896,4698,"Ophio5|3028","XA68_13012"
4896,11484,"Ophio5|3029","XA68_13013"
14250,15441,"Ophio5|3030","XA68_13014"
16460,17338,"Ophio5|3031","XA68_13015"
17593,18382,"Ophio5|3032","XA68_13016"
18667,18985,"Ophio5|3033","XA68_13017"
21079,22035,"Ophio5|3034","XA68_13018"
23007,23740,"Ophio5|3035","XA68_13019"
25997,27012,"Ophio5|3036","XA68_13020"
27279,28106,"Ophio5|3037","XA68_13021"
364,2222,"Ophio5|3038","XA68_13022"
3061,4502,"Ophio5|3039","XA68_13023"
5320,7069,"Ophio5|3040","XA68_13024"
7530,9505,"Ophio5|3041","XA68_13025"
10626,13783,"Ophio5|3042","XA68_13026"
14140,16245,"Ophio5|3043","XA68_13027"
17986,19539,"Ophio5|3044","XA68_13028"
20040,22153,"Ophio5|3045","XA68_13029"
22691,23551,"Ophio5|3046","XA68_13030"
23150,23721,"Ophio5|3047",NA
23763,24501,"Ophio5|3048","XA68_13031"
24648,27746,"Ophio5|3049","XA68_13032"
1819,2989,"Ophio5|3050","XA68_13033"
3889,5358,"Ophio5|3051","XA68_13034"
6151,7389,"Ophio5|3052","XA68_13035"
8131,8928,"Ophio5|3053","XA68_13036"
9575,10255,"Ophio5|3054","XA68_13037"
10930,12312,"Ophio5|3055","XA68_13038"
15748,17628,"Ophio5|3056","XA68_13039"
18870,27289,"Ophio5|3057","XA68_13040"
984,1717,"Ophio5|3058","XA68_13041"
2805,3107,"Ophio5|3059","XA68_13042"
3277,3882,"Ophio5|3060","XA68_13043"
4091,5200,"Ophio5|3061","XA68_13044"
5981,7935,"Ophio5|3062","XA68_13045"
8723,13174,"Ophio5|3063","XA68_13046"
13756,15097,"Ophio5|3064","XA68_13047"
15689,18240,"Ophio5|3065","XA68_13048"
19212,21630,"Ophio5|3066","XA68_13049"
23159,23549,"Ophio5|3067","XA68_13050"
24803,26285,"Ophio5|3068","XA68_13051"
190,2351,"Ophio5|3069","XA68_13052"
3124,4562,"Ophio5|3070","XA68_13053"
5596,8651,"Ophio5|3071","XA68_13054"
9130,10807,"Ophio5|3072","XA68_13055"
11810,12242,"Ophio5|3073","XA68_13056"
12667,16020,"Ophio5|3074","XA68_13057"
17025,17449,"Ophio5|3075","XA68_13058"
19874,22089,"Ophio5|3076","XA68_13059"
22879,24175,"Ophio5|3077","XA68_13060"
24688,25083,"Ophio5|3078","XA68_13061"
26326,26883,"Ophio5|3079","XA68_13062"
288,1677,"Ophio5|3080","XA68_13063"
2128,8308,"Ophio5|3081","XA68_13064"
9280,9977,"Ophio5|3082","XA68_13065"
10729,12593,"Ophio5|3083","XA68_13066"
13147,15236,"Ophio5|3084","XA68_13067"
16173,16790,"Ophio5|3085","XA68_13068"
17383,22137,"Ophio5|3086","XA68_13069"
952,1882,"Ophio5|3087","XA68_13070"
2741,4871,"Ophio5|3088","XA68_13071"
5788,7736,"Ophio5|3089","XA68_13072"
9025,9455,"Ophio5|3090","XA68_13073"
10019,10440,"Ophio5|3091","XA68_13074"
11013,11865,"Ophio5|3092","XA68_13075"
12462,14136,"Ophio5|3093","XA68_13076"
16691,19050,"Ophio5|3094","XA68_13077"
20826,22536,"Ophio5|3095","XA68_13078"
22995,25502,"Ophio5|3096","XA68_13079"
25942,26932,"Ophio5|3097","XA68_13080"
530,3211,"Ophio5|3098",NA
3972,5072,"Ophio5|3099",NA
5442,6826,"Ophio5|3100",NA
8349,11836,"Ophio5|3101",NA
12904,13727,"Ophio5|3102",NA
15971,17335,"Ophio5|3103",NA
17906,19554,"Ophio5|3104",NA
20793,23702,"Ophio5|3105",NA
24224,25949,"Ophio5|3106",NA
26531,27406,"Ophio5|3107",NA
3013,3976,"Ophio5|3108","XA68_13091"
5276,6837,"Ophio5|3109","XA68_13092"
6940,10234,"Ophio5|3110","XA68_13093"
10812,14552,"Ophio5|3111","XA68_13094"
15668,17702,"Ophio5|3112","XA68_13095"
18285,20109,"Ophio5|3113","XA68_13096"
20769,26275,"Ophio5|3114","XA68_13097"
26818,27480,"Ophio5|3115","XA68_13098"
405,1271,"Ophio5|3116","XA68_13099"
3778,4005,"Ophio5|3117","XA68_13100"
4273,4589,"Ophio5|3118","XA68_13101"
4607,5580,"Ophio5|3119","XA68_13102"
5604,5968,"Ophio5|3120","XA68_13103"
5994,7623,"Ophio5|3121","XA68_13104"
8355,9794,"Ophio5|3122","XA68_13105"
10229,10954,"Ophio5|3123","XA68_13106"
11321,12309,"Ophio5|3124","XA68_13107"
13080,13587,"Ophio5|3125","XA68_13108"
14105,14929,"Ophio5|3126","XA68_13109"
15260,15696,"Ophio5|3127",NA
15410,16387,"Ophio5|3128","XA68_13110"
17197,18654,"Ophio5|3129","XA68_13111"
19159,20562,"Ophio5|3130","XA68_13112"
21032,25552,"Ophio5|3131","XA68_13113"
26491,27403,"Ophio5|3132","XA68_13114"
469,2860,"Ophio5|3133","XA68_13115"
7282,11138,"Ophio5|3134","XA68_13116"
12058,15156,"Ophio5|3135","XA68_13117"
16009,16726,"Ophio5|3136","XA68_13118"
18129,20085,"Ophio5|3137","XA68_13119"
20118,20453,"Ophio5|3138","XA68_13120"
22450,23067,"Ophio5|3139","XA68_13121"
24135,24640,"Ophio5|3140","XA68_13122"
25434,28539,"Ophio5|3141","XA68_13123"
30014,33203,"Ophio5|3142","XA68_13124"
33535,34340,"Ophio5|3143","XA68_13125"
34576,36344,"Ophio5|3144","XA68_13126"
36722,37396,"Ophio5|3145","XA68_13127"
37454,38097,"Ophio5|3146","XA68_13128"
39084,39974,"Ophio5|3147","XA68_13129"
39642,40085,"Ophio5|3148",NA
40448,41644,"Ophio5|3149","XA68_13130"
42837,43963,"Ophio5|3150","XA68_13131"
45689,46249,"Ophio5|3151","XA68_13132"
47666,48153,"Ophio5|3152","XA68_13133"
48318,52269,"Ophio5|3153","XA68_13134"
53435,55794,"Ophio5|3154","XA68_13135"
57179,58844,"Ophio5|3155","XA68_13136"
59298,59791,"Ophio5|3156","XA68_13137"
59970,60951,"Ophio5|3157","XA68_13138"
60993,63711,"Ophio5|3158","XA68_13139"
65862,66363,"Ophio5|3159","XA68_13140"
66996,67408,"Ophio5|3160","XA68_13141"
69400,74214,"Ophio5|3161","XA68_13142"
75831,79339,"Ophio5|3162","XA68_13143"
79636,79950,"Ophio5|3163","XA68_13144"
1803,2093,"Ophio5|3164","XA68_13145"
2718,3657,"Ophio5|3165","XA68_13146"
3856,4350,"Ophio5|3166","XA68_13147"
4879,7515,"Ophio5|3167","XA68_13148"
8109,9881,"Ophio5|3168","XA68_13149"
10011,10649,"Ophio5|3169","XA68_13150"
11166,12023,"Ophio5|3170","XA68_13151"
12464,14602,"Ophio5|3171","XA68_13152"
15060,16856,"Ophio5|3172","XA68_13153"
19543,21099,"Ophio5|3173","XA68_13154"
21473,22414,"Ophio5|3174","XA68_13155"
25163,26845,"Ophio5|3175","XA68_13156"
2041,2439,"Ophio5|3176","XA68_13157"
2731,3900,"Ophio5|3177","XA68_13158"
5487,6117,"Ophio5|3178","XA68_13159"
8524,12117,"Ophio5|3179","XA68_13160"
13426,14864,"Ophio5|3180","XA68_13161"
15218,16795,"Ophio5|3181","XA68_13162"
18039,18549,"Ophio5|3182","XA68_13163"
18786,19330,"Ophio5|3183","XA68_13164"
20225,24400,"Ophio5|3184","XA68_13165"
26185,27446,"Ophio5|3185","XA68_13166"
593,1477,"Ophio5|3186","XA68_13167"
2389,4247,"Ophio5|3187","XA68_13168"
4422,5000,"Ophio5|3188","XA68_13169"
5677,9029,"Ophio5|3189","XA68_13170"
9986,11950,"Ophio5|3190","XA68_13171"
13076,15001,"Ophio5|3191","XA68_13172"
15498,16028,"Ophio5|3192","XA68_13173"
16704,24316,"Ophio5|3193","XA68_13174"
24747,27039,"Ophio5|3194","XA68_13175"
402,3481,"Ophio5|3195","XA68_13176"
4547,8396,"Ophio5|3196","XA68_13177"
9780,10436,"Ophio5|3197","XA68_13178"
10698,11405,"Ophio5|3198","XA68_13179"
11753,12959,"Ophio5|3199","XA68_13180"
13636,15639,"Ophio5|3200","XA68_13181"
16139,18311,"Ophio5|3201","XA68_13182"
18575,19959,"Ophio5|3202","XA68_13183"
20615,21477,"Ophio5|3203","XA68_13184"
21668,21991,"Ophio5|3204","XA68_13185"
22155,23758,"Ophio5|3205","XA68_13186"
24972,26705,"Ophio5|3206","XA68_13187"
119,4485,"Ophio5|3207","XA68_13188"
5232,5762,"Ophio5|3208","XA68_13189"
5855,7001,"Ophio5|3209","XA68_13190"
7665,8829,"Ophio5|3210","XA68_13191"
9187,9655,"Ophio5|3211","XA68_13192"
9966,11414,"Ophio5|3212","XA68_13193"
11995,13620,"Ophio5|3213","XA68_13194"
13825,15259,"Ophio5|3214","XA68_13195"
15393,15992,"Ophio5|3215","XA68_13196"
16312,17487,"Ophio5|3216","XA68_13197"
18570,20153,"Ophio5|3217","XA68_13198"
20661,26482,"Ophio5|3218","XA68_13199"
264,718,"Ophio5|3219","XA68_13200"
1369,3822,"Ophio5|3220","XA68_13201"
4128,4770,"Ophio5|3221","XA68_13202"
5689,6877,"Ophio5|3222","XA68_13203"
7295,7854,"Ophio5|3223","XA68_13204"
8174,8817,"Ophio5|3224","XA68_13205"
10270,10567,"Ophio5|3225","XA68_13206"
12682,12958,"Ophio5|3226","XA68_13207"
13540,18995,"Ophio5|3227","XA68_13208"
19505,20923,"Ophio5|3228","XA68_13209"
21207,22992,"Ophio5|3229","XA68_13210"
23198,25517,"Ophio5|3230","XA68_13211"
1286,22592,"Ophio5|3231","XA68_13212"
23208,25380,"Ophio5|3232","XA68_13213"
25747,26607,"Ophio5|3233","XA68_13214"
1186,1905,"Ophio5|3234","XA68_13215"
1941,8931,"Ophio5|3235","XA68_13216"
9234,10669,"Ophio5|3236","XA68_13217"
11509,13235,"Ophio5|3237","XA68_13218"
13556,14809,"Ophio5|3238","XA68_13219"
16644,20552,"Ophio5|3239","XA68_13220"
21769,23505,"Ophio5|3240","XA68_13221"
24005,26353,"Ophio5|3241","XA68_13222"
509,1528,"Ophio5|3242","XA68_13223"
3370,5567,"Ophio5|3243","XA68_13224"
6553,8426,"Ophio5|3244","XA68_13225"
9425,11172,"Ophio5|3245","XA68_13226"
11996,13074,"Ophio5|3246","XA68_13227"
14200,16144,"Ophio5|3247","XA68_13228"
16548,17230,"Ophio5|3248","XA68_13229"
18322,18990,"Ophio5|3249","XA68_13230"
19931,20437,"Ophio5|3250","XA68_13231"
20930,23859,"Ophio5|3251","XA68_13232"
24524,25438,"Ophio5|3252","XA68_13233"
25778,26260,"Ophio5|3253","XA68_13234"
246,3043,"Ophio5|3254","XA68_13235"
3899,5621,"Ophio5|3255","XA68_13236"
6189,6918,"Ophio5|3256","XA68_13237"
6973,7543,"Ophio5|3257","XA68_13238"
8158,9132,"Ophio5|3258","XA68_13239"
9844,10433,"Ophio5|3259","XA68_13240"
11064,13199,"Ophio5|3260","XA68_13241"
13407,15667,"Ophio5|3261","XA68_13242"
15998,17233,"Ophio5|3262","XA68_13243"
17647,18588,"Ophio5|3263","XA68_13244"
18768,19533,"Ophio5|3264","XA68_13245"
20367,21252,"Ophio5|3265","XA68_13246"
22006,23541,"Ophio5|3266","XA68_13247"
24535,26563,"Ophio5|3267","XA68_13248"
27043,27772,"Ophio5|3268","XA68_13249"
28261,28856,"Ophio5|3269","XA68_13250"
29112,30653,"Ophio5|3270","XA68_13251"
32478,33605,"Ophio5|3271","XA68_13252"
33628,35562,"Ophio5|3272","XA68_13253"
36660,37342,"Ophio5|3273","XA68_13254"
40036,41516,"Ophio5|3274","XA68_13255"
41919,42732,"Ophio5|3275","XA68_13256"
43302,44384,"Ophio5|3276","XA68_13257"
44867,46656,"Ophio5|3277","XA68_13258"
48762,50024,"Ophio5|3278","XA68_13259"
50757,51115,"Ophio5|3279","XA68_13260"
51159,52646,"Ophio5|3280","XA68_13261"
54587,56107,"Ophio5|3281","XA68_13262"
56432,56986,"Ophio5|3282","XA68_13263"
57020,58563,"Ophio5|3283","XA68_13264"
58829,60253,"Ophio5|3284","XA68_13265"
61396,63207,"Ophio5|3285","XA68_13266"
63430,64537,"Ophio5|3286","XA68_13267"
66130,67447,"Ophio5|3287","XA68_13268"
67989,68354,"Ophio5|3288","XA68_13269"
68453,68716,"Ophio5|3289","XA68_13270"
74685,78075,"Ophio5|3290","XA68_13271"
223,993,"Ophio5|3291","XA68_13272"
1571,3330,"Ophio5|3292","XA68_13273"
4461,5630,"Ophio5|3293","XA68_13274"
6808,9896,"Ophio5|3294","XA68_13275"
10793,12500,"Ophio5|3295","XA68_13276"
13420,14110,"Ophio5|3296","XA68_13277"
14914,19366,"Ophio5|3297","XA68_13278"
20638,21786,"Ophio5|3298","XA68_13279"
24857,26026,"Ophio5|3299","XA68_13280"
969,2062,"Ophio5|3300","XA68_13281"
2987,3924,"Ophio5|3301","XA68_13282"
4400,6787,"Ophio5|3302","XA68_13283"
8290,9636,"Ophio5|3303","XA68_13284"
10474,11091,"Ophio5|3304","XA68_13285"
11573,12010,"Ophio5|3305","XA68_13286"
12634,19192,"Ophio5|3306","XA68_13287"
19774,21514,"Ophio5|3307","XA68_13288"
